Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
a20878,N23ZT,United States,1723570180,-78.51,37.55,12192.0,242.98,210.96,0.33,12702.54,3375.0
a16b46,N1905V,United States,1723570180,-85.76,41.52,388.62,42.21,2.1,-2.28,419.1,3574.61
aa7816,N774CA,United States,1723570180,-80.92,28.55,1638.3,56.7,126.14,-0.65,1722.12,3574.61
c06909,CGNUE,Canada,1723570180,-79.88,44.16,0.0,47.18,251.57,-0.65,6547.51,1200.0
ac90f3,DAL469,United States,1723570180,-87.7,42.26,9144.0,222.98,259.36,0.0,9517.38,5730.0
a1c211,N212MP,United States,1723570180,-99.11,43.48,9448.8,182.03,98.45,0.0,9959.34,3574.61
a0fbb7,UAL2601,United States,1723570180,-89.62,37.94,8884.92,254.69,116.77,-4.88,9410.7,3574.61
a23bba,CXK449,United States,1723570030,-78.77,35.87,129.54,36.01,314.42,-2.93,137.16,3574.61
adac5d,AAL2264,United States,1723570180,-111.37,34.8,11582.4,230.61,264.24,0.0,12252.96,3574.61
7808fd,CSZ9087,China,1723570100,105.89,21.53,2926.08,128.04,212.03,-0.33,2994.66,3574.61
a9737c,NKS1006,United States,1723569900,-80.19,26.07,129.54,64.82,90.0,-2.6,144.78,3574.61
06a0a6,QTR48V,Qatar,1723570160,-53.98,38.68,11879.58,250.03,141.43,0.0,12717.78,1633.0
06a0a5,QTR6P,Qatar,1723569860,32.71,28.4,9799.32,250.43,141.51,7.8,10431.78,7363.0
0d0ffe,VIV4081,Mexico,1723570180,-115.04,31.48,9532.62,242.42,123.93,2.28,10149.84,3574.61
a20883,AVA072,United States,1723570180,-98.32,18.7,8001.0,240.58,304.37,-13.0,8587.74,3574.61
a36eae,DAL1579,United States,1723570180,-100.1,46.12,10972.8,200.95,279.73,0.0,11498.58,2744.0
a24ef7,AAY3732,United States,1723570180,-83.98,36.52,10980.42,200.04,353.06,0.0,11628.12,3574.61
a12efc,CXK564,United States,1723570180,-118.06,33.77,1066.8,49.9,132.08,-0.33,1082.04,3574.61
a9d696,N733EB,United States,1723569890,-81.75,41.02,373.38,38.9,200.11,-4.23,403.86,1200.0
a32859,N302SJ,United States,1723570180,-96.74,32.66,2872.74,95.06,202.26,8.78,3032.76,3574.61
a42e13,DAL2974,United States,1723570180,-76.31,36.52,10683.24,246.58,22.45,0.0,11163.3,5673.0
a9b030,N723RH,United States,1723570170,-74.03,22.58,10363.2,247.04,322.7,-0.65,11026.14,3574.61
a3bebd,EJA340,United States,1723570180,-110.17,39.27,11102.34,184.38,261.01,6.5,11704.32,3574.61
a6008f,CXK502,United States,1723570180,-89.03,35.45,2697.48,59.86,28.77,0.0,2834.64,3574.61
a1e862,N2219Y,United States,1723570180,-87.58,41.38,861.06,35.21,168.2,2.28,922.02,3574.61
ace0d2,AAL2052,United States,1723570150,-87.9,41.97,6225.54,2.31,5.62,-0.18,6547.51,3303.0
407bdd,EAG18C,United Kingdom,1723570180,-5.04,54.05,4480.56,115.54,129.22,3.9,4587.24,4476.0
a3aba0,N3356V,United States,1723570180,-83.84,36.0,678.18,32.02,23.68,1.3,716.28,3574.61
758228,CEB548,Philippines,1723570180,104.47,1.32,4602.48,183.88,84.86,10.4,4892.04,3574.61
a1e845,N22184,United States,1723570180,-72.46,41.52,1981.2,86.95,271.02,0.0,2019.3,3574.61
06a0b7,QTR1424,Qatar,1723570180,28.37,30.15,11887.2,253.79,140.02,-0.33,12755.88,1626.0
06a0b5,QTR62F,Qatar,1723570180,24.13,40.04,12489.18,254.48,142.23,0.0,13228.32,5255.0
a16b20,N1904S,United States,1723570180,-81.39,38.25,11986.26,189.67,8.11,-10.08,12565.38,3334.0
aaf094,N80389,United States,1723570180,-88.47,41.54,1066.8,26.52,108.08,4.23,1143.0,3574.61
a2b8c5,UAL1416,United States,1723570180,-99.98,31.1,10668.0,221.18,97.75,0.0,11353.8,3574.61
407be2,EUK935,United Kingdom,1723570180,-75.65,40.9,10972.8,240.36,216.21,0.0,11308.08,2557.0
a05222,N12JA,United States,1723570180,-105.16,40.05,1920.24,45.39,38.56,4.23,2004.06,3574.61
a96035,TSU8138,United States,1723570170,-90.54,14.53,1607.82,64.94,16.57,-3.25,1805.94,5775.0
06a0ae,QTR7U,Qatar,1723569310,39.54,57.27,6797.04,27.75,79.32,-0.33,5836.92,3574.61
06a0ac,QTR78J,Qatar,1723570180,19.44,41.46,11887.2,260.77,129.88,-0.33,12550.14,241.0
a923ef,UAL2185,United States,1723570180,-89.57,43.77,8839.2,257.12,73.02,0.0,9182.1,3574.61
a002c2,N10EC,United States,1723570180,-83.92,36.37,4815.84,126.82,266.28,0.0,5029.2,3574.61
a11bc6,UAL952,United States,1723570180,-87.19,45.8,9951.72,241.59,210.17,-8.78,10226.04,3574.61
ab7e0a,FST84,United States,1723570180,-118.48,32.67,3657.6,151.3,109.05,0.0,3863.34,3574.61
440549,AUA1LU,Austria,1723570180,9.66,51.28,10972.8,226.14,285.3,0.0,11490.96,1000.0
ab48ba,N826SE,United States,1723570180,-87.31,36.39,609.6,67.3,348.09,-0.33,655.32,3574.61
a8f0ab,N6750H,United States,1723570180,-122.76,47.22,1051.56,54.22,303.39,-1.63,1051.56,3574.61
06a0c2,QTR73N,Qatar,1723570180,27.51,40.8,12489.18,249.33,158.2,0.0,13228.32,4672.0
a8af9d,QXE2099,United States,1723570180,-122.67,45.62,624.84,109.23,301.52,13.98,662.94,3574.61
a56869,VAR448,United States,1723570180,-112.4,33.39,647.7,54.65,213.09,-0.33,647.7,3574.61
adb35c,JBU323,United States,1723570180,-107.94,35.01,10378.44,234.26,267.73,0.33,11003.28,5720.0
a36ea8,DAL1177,United States,1723570180,-117.06,32.7,746.76,95.89,286.2,-6.83,762.0,3574.61
06a0bd,QTR99X,Qatar,1723570180,15.5,47.24,12496.8,265.5,116.22,0.0,13106.4,4637.0
ac308f,AAL719,United States,1723570110,-67.46,46.25,579.12,261.53,211.81,0.0,777.24,6116.0
a5e041,EJA478,United States,1723570180,-90.06,35.54,12496.8,240.84,88.53,0.0,13220.7,1776.0
8013c2,VTI7002,India,1723570180,76.9,28.58,853.44,86.22,103.46,0.0,784.86,3574.61
155be6,SDM6947,Russian Federation,1723570160,-53.98,38.68,6225.54,156.91,206.48,-7.8,6547.51,3574.61
4b17e0,SWR1KL,Switzerland,1723570150,8.56,47.44,449.58,0.0,244.69,-0.18,6547.51,3064.0
c041bc,ROU1637,Canada,1723570180,-75.86,37.74,10043.16,251.99,33.17,0.0,10439.4,1646.0
0c2047,CMP880,Panama,1723570180,-83.07,28.39,11574.78,232.25,8.92,0.0,12329.16,766.0
a04b8f,JED124,United States,1723570180,-80.34,26.02,342.9,55.56,270.0,0.0,365.76,3574.61
a6b0ac,VTE809,United States,1723570180,-89.43,34.75,7010.4,180.45,315.92,0.65,7459.98,5647.0
ab6b02,AAL1317,United States,1723570180,-84.51,41.65,8846.82,256.14,93.45,0.0,9166.86,3574.61
a59062,N458FS,United States,1723570180,-82.15,36.44,12496.8,263.53,172.6,0.0,13152.12,6745.0
abe80e,SWA3335,United States,1723570040,-113.66,38.1,11582.4,235.12,322.38,0.0,12192.0,3574.61
0c202c,CMP318FH,Panama,1723570180,-62.07,9.04,11277.6,222.3,123.58,0.0,11955.78,3574.61
a9e976,N738HD,United States,1723570180,-105.18,40.17,1569.72,42.1,302.52,2.93,1607.82,3574.61
a1ce99,JBU887,United States,1723570180,-115.89,35.16,10370.82,221.78,237.6,-0.33,10988.04,3574.61
47a0bf,NSZ4344,Norway,1723570180,17.46,53.36,10972.8,213.58,358.34,0.0,11430.0,4560.0
0d0fc1,VOI381,Mexico,1723570130,-99.08,19.44,6225.54,5.92,168.75,-0.18,6547.51,3574.61
342189,IBE32YB,Spain,1723570180,-3.14,40.25,2095.5,125.13,289.7,-5.85,2225.04,2016.0
3d264d,DEMTH,Germany,1723570180,8.84,48.32,1097.28,56.81,257.98,-0.33,1234.44,7000.0
a3a082,UAL621,United States,1723570180,-98.48,40.75,8839.2,248.96,81.8,0.33,9380.22,3574.61
ab48e8,UAL2496,United States,1723570180,-82.35,38.04,10363.2,203.59,250.05,0.0,10843.26,2416.0
a923cf,UAL2483,United States,1723570180,-93.66,31.21,9151.62,237.02,227.37,-11.05,9776.46,4747.0
a30246,SKW4116,United States,1723570180,-95.81,32.78,11582.4,241.29,246.77,-0.33,12321.54,2222.0
800ce0,IGO7413,India,1723570180,76.84,29.71,4267.2,127.11,181.39,0.0,4472.94,3574.61
aaae1b,SWA398,United States,1723570180,-95.72,39.36,11582.4,214.9,275.22,-0.33,12268.2,3574.61
a23bfb,RPA5799,United States,1723570180,-73.7,40.62,297.18,67.85,301.04,-4.23,304.8,7271.0
a86671,NKS631,United States,1723570180,-114.62,34.2,10668.0,246.28,73.5,0.0,11300.46,3574.61
06a0e6,QTR85F,Qatar,1723570180,13.99,48.38,12192.0,239.02,278.91,0.0,12771.12,3260.0
06a0e4,QTR61W,Qatar,1723570180,33.7,29.91,12496.8,241.58,161.76,0.0,13388.34,3365.0
6010c5,AVJ747,Kyrgyzstan,1723570180,50.96,51.38,10370.82,212.92,293.34,0.0,10347.96,3574.61
a42e4e,LXJ369,United States,1723570180,-86.03,40.37,13106.4,174.91,351.2,0.0,13655.04,3277.0
c041b9,SWG603,Canada,1723570180,-79.9,39.77,11277.6,220.74,9.66,0.0,11681.46,5741.0
a72c78,AAL2873,United States,1723570180,-93.94,31.71,10363.2,251.85,286.25,0.0,11049.0,3574.61
a495bf,DAL2119,United States,1723570180,-98.55,42.54,9761.22,226.85,238.26,-0.33,10309.86,3574.61
8013cc,VTI809,India,1723570180,77.99,13.44,4023.36,128.61,153.13,-4.23,4198.62,3574.61
a0fbfd,N16237,United States,1723570180,-75.98,39.95,556.26,55.68,117.51,-2.93,579.12,3574.61
a9e988,N738HX,United States,1723569990,-76.46,36.77,304.8,37.58,340.82,-6.83,312.42,3574.61
800cf8,IGO7133,India,1723570150,77.76,13.19,1089.66,64.32,271.37,-3.25,1127.76,3574.61
a78cfc,JBU627,United States,1723570180,-69.74,32.93,10675.62,236.6,168.08,0.0,11323.32,3574.61
a923db,N6884H,United States,1723570180,-73.51,41.74,914.4,36.26,31.66,1.95,929.64,3574.61
a41b20,N36393,United States,1723570180,-72.86,41.49,701.04,46.29,165.19,4.23,716.28,3574.61
06a0df,QTR87W,Qatar,1723570180,16.88,36.49,10668.0,261.28,113.44,0.0,11300.46,1456.0
4acaa1,SAS7334,Sweden,1723570180,18.89,48.78,10972.8,221.44,335.28,-0.65,11498.58,4213.0
155be1,SDM6247,Russian Federation,1723570160,-53.98,38.68,6225.54,1263.95,187.48,11.38,6547.51,3574.61
4acaa2,SAS83G,Sweden,1723570180,14.7,66.45,11590.02,229.27,204.67,0.0,11887.2,3574.61
4acaa5,SAS4042,Sweden,1723570070,11.1,60.23,266.7,71.3,196.34,-4.23,350.52,3574.61
a42e53,N369GB,United States,1723569920,-75.58,39.21,259.08,49.39,90.0,0.65,236.22,3574.61
ad6eb1,N96493,United States,1723570180,-75.61,43.13,1310.64,34.2,313.78,-2.28,1325.88,3574.61
a1c229,N2962E,United States,1723570130,-112.0,33.44,6225.54,0.9,0.0,-0.18,6547.51,3574.61
a30e67,N2962E,United States,1723570180,-90.23,38.47,579.12,46.61,190.81,-1.3,601.98,3574.61
a2a5d5,N27TJ,United States,1723570180,-71.68,42.26,807.72,43.26,272.73,-0.33,807.72,3574.61
06a0f9,QTR44N,Qatar,1723570180,18.47,44.85,12192.0,239.18,279.16,0.0,12816.84,2301.0
06a0f7,QTR51C,Qatar,1723570180,15.85,44.04,11887.2,266.26,123.01,0.0,12512.04,251.0
a8af59,NDU659,United States,1723570170,-111.77,32.94,1127.76,39.83,234.46,1.95,1127.76,3574.61
800cb9,VTI988,India,1723570180,76.6,28.52,2758.44,135.32,271.09,-4.88,2827.02,3574.61
06a0f5,QTR52W,Qatar,1723570180,33.35,30.83,11887.2,248.25,161.64,0.0,12755.88,1615.0
a362a5,DAL2746,United States,1723570180,-91.95,35.87,9448.8,251.07,46.33,0.0,10058.4,2235.0
a9bc12,RPA3490,United States,1723570180,-79.5,43.54,2598.42,148.08,265.62,-9.1,2689.86,1320.0
ab35d8,ASI532,United States,1723570180,-112.67,33.68,1379.22,38.67,130.68,-0.65,1432.56,3574.61
a28b52,N263ND,United States,1723570180,-71.32,42.47,274.32,42.8,256.8,5.2,274.32,3574.61
a8a319,AAL388,United States,1723570180,-89.1,31.09,9547.86,247.55,274.05,13.66,10210.8,3574.61
a9d626,UAL405,United States,1723570180,-113.27,35.84,10363.2,231.37,250.52,0.65,10965.18,3574.61
a1c230,AAY3472,United States,1723570180,-82.86,32.07,11582.4,236.85,225.97,0.33,12329.16,3574.61
a2db21,SWA2851,United States,1723570150,-119.9,34.43,213.36,66.41,87.78,-3.25,220.98,3574.61
a0c899,N15HV,United States,1723570120,-75.85,38.98,228.6,37.42,108.43,-0.98,251.46,3574.61
4b17f8,SWR1LG,Switzerland,1723570160,-7.97,37.02,6225.54,0.0,8.44,-0.18,6547.51,5743.0
800cba,VTI818,India,1723570180,76.88,28.49,3657.6,143.87,283.44,0.0,3794.76,3574.61
a1e876,N222AG,United States,1723570180,-105.03,40.73,3139.44,101.19,23.05,0.0,3299.46,3574.61
a1857e,N1977E,United States,1723569960,-76.95,38.76,60.96,30.87,233.13,-3.25,83.82,3574.61
ab7e66,WMN84,United States,1723570180,-83.3,41.76,10835.64,178.01,289.59,-5.2,11193.78,2647.0
0d0fde,VOI3637,Mexico,1723570170,-96.99,25.19,11285.22,232.51,114.58,0.0,12001.5,3574.61
c03af2,WJA1578,Canada,1723570180,-111.62,50.94,9342.12,246.5,97.56,9.43,9585.96,3574.61
a96c47,EJA706,United States,1723570180,-121.69,36.84,2049.78,132.31,158.32,-7.15,2118.36,6013.0
4b17de,SWR1290,Switzerland,1723570180,8.1,51.67,12192.0,235.38,35.39,-0.33,12717.78,5731.0
4b17df,SWR8TP,Switzerland,1723570180,5.52,44.21,10363.2,237.67,0.0,-0.33,10888.98,5363.0
a923c9,N68830,United States,1723570180,-116.84,32.89,716.28,35.19,254.74,0.0,701.04,3574.61
a2b8db,UAL951,United States,1723570180,-76.85,39.86,4229.1,199.66,238.81,0.33,4366.26,2407.0
ac9e2e,N912AW,United States,1723570130,-84.09,35.87,487.68,42.82,253.96,-1.95,480.06,3574.61
4b17e2,SWR8GF,Switzerland,1723569870,-0.44,51.46,68.58,65.85,270.0,-3.25,91.44,5744.0
06a0ff,QTR36J,Qatar,1723570180,27.33,36.99,12496.8,250.73,136.58,0.0,13296.9,2240.0
06a0fc,QTR94F,Qatar,1723570180,15.22,49.48,12192.0,237.7,299.28,-0.33,12763.5,1000.0
a9d632,N733AB,United States,1723569990,-90.3,42.12,1036.32,54.38,156.59,0.33,1043.94,3574.61
ad7631,ASA296,United States,1723570180,-101.45,43.08,10668.0,257.98,117.94,0.33,11254.74,3574.61
a7cb14,CCK60,United States,1723570180,-122.33,48.09,6835.14,212.88,348.85,-10.4,7056.12,3574.61
a9e8c3,DOJ63,United States,1723570180,-87.83,41.27,9928.86,262.88,69.61,-4.23,10386.06,3574.61
ac696f,N8992P,United States,1723570110,-76.78,39.78,876.3,67.35,237.16,-0.98,914.4,3574.61
ad7639,DAL1546,United States,1723570180,-83.25,42.14,2247.9,141.09,30.21,-11.7,2354.58,7022.0
abe6bc,N866SL,United States,1723570180,-118.4,33.79,960.12,40.46,168.26,3.58,952.5,3574.61
ad39f1,SCA95,United States,1723570180,-111.91,33.21,1051.56,52.29,166.92,0.65,1074.42,3574.61
a66239,JBU1080,United States,1723570180,-78.87,28.38,10668.0,233.32,8.11,0.0,11369.04,3574.61
a60bcb,UAL1710,United States,1723570180,-98.95,31.02,10668.0,220.67,120.39,0.0,11376.66,3574.61
acb963,N919PD,United States,1723570180,-73.94,40.75,281.94,51.1,355.38,-1.3,289.56,364.0
ac4f4c,SWA1898,United States,1723570180,-79.12,40.96,9753.6,230.04,275.65,0.0,10096.5,2722.0
a72bd1,N561ND,United States,1723570180,-105.19,39.73,2529.84,61.43,184.8,-0.98,2628.9,3574.61
a01724,ATN3343,United States,1723570180,-104.84,39.8,2735.58,131.84,242.84,10.4,2849.88,3574.61
aab3ab,SJE78,United States,1723570180,-77.17,39.17,13106.4,216.13,230.89,-0.33,13555.98,7156.0
a3fb6f,DAL1311,United States,1723570180,-83.23,32.63,7924.8,244.59,318.67,0.33,8450.58,3574.61
abf9f8,SWA4192,United States,1723570180,-121.7,37.61,2255.52,136.37,264.81,-4.88,2339.34,3574.61
8013fc,IGO5358,India,1723570180,77.47,12.33,11269.98,230.46,185.38,0.33,11978.64,3574.61
a865c8,FFT4207,United States,1723570140,-78.81,35.87,152.4,71.3,45.58,-3.9,182.88,3756.0
aaf002,ASH6331,United States,1723570180,-96.18,31.67,9220.2,240.28,341.53,5.85,9860.28,3574.61
ac3c49,N888HN,United States,1723570110,-121.33,36.39,2407.92,157.42,320.17,-19.83,2491.74,3574.61
a5fef9,OAE592,United States,1723570180,-112.51,49.78,10058.4,255.3,35.9,0.0,10317.48,3574.61
ad8958,N971WH,United States,1723570180,-76.09,44.16,13098.78,228.46,266.0,0.0,13403.58,3514.0
aaf001,N80342,United States,1723569910,-122.29,47.12,213.36,34.97,206.19,-1.95,297.18,3574.61
4b17fb,SWR2PD,Switzerland,1723570180,15.68,41.51,11887.2,243.17,122.65,-0.33,12565.38,401.0
4b17fc,EDW721D,Switzerland,1723570180,7.1,46.85,6850.38,226.49,231.18,3.25,7223.76,3055.0
4b17fd,SWR1444,Switzerland,1723570150,15.64,42.57,10668.0,252.5,127.38,0.0,11262.36,3032.0
a3025a,N293TT,United States,1723570180,-88.55,36.77,3124.2,133.58,329.19,-11.05,3261.36,3525.0
4b17fe,SWR2LM,Switzerland,1723570160,-53.98,38.68,6225.54,0.0,244.69,-0.18,6547.51,1000.0
a9d5a2,UAL361,United States,1723570180,-70.96,42.35,1836.42,131.83,153.83,-3.9,1874.52,3433.0
aca60d,ASH6026,United States,1723570180,-92.7,31.19,10972.8,242.27,247.79,0.33,11711.94,3574.61
3935ae,FGNNO,France,1723570180,2.08,48.83,365.76,51.32,118.11,-1.3,411.48,4420.0
acb953,AAL2099,United States,1723569960,-80.42,25.78,624.84,81.96,86.4,-7.8,670.56,3574.61
acb950,NKS3740,United States,1723570180,-101.99,35.23,10965.18,233.12,268.48,0.0,11673.84,1725.0
a7de1c,LXJ606,United States,1723570180,-98.48,39.1,12184.38,204.84,257.67,-0.33,12915.9,7164.0
88516b,THA916,Thailand,1723570180,12.03,49.21,10972.8,247.36,310.61,0.0,11513.82,3104.0
aa02ae,N744PC,United States,1723570180,-78.68,43.17,647.7,103.22,85.43,-0.33,678.18,5624.0
a6ab27,JBU1497,United States,1723570180,-103.09,40.34,7741.92,194.9,255.63,-4.88,8221.98,3574.61
aa02ac,ASI616,United States,1723570180,-98.54,30.74,1211.58,46.33,88.09,1.3,1295.4,3574.61
a54269,SCA43,United States,1723570180,-112.18,33.89,1623.06,35.47,250.51,-0.98,1699.26,3574.61
c00757,ACA236,Canada,1723570180,-115.54,52.93,9029.7,221.87,56.35,-12.35,9258.3,3574.61
aaf007,ASH6159,United States,1723570180,-81.51,39.2,8839.2,203.39,234.78,4.88,9204.96,3574.61
4acaa6,SAS98E,Sweden,1723570180,4.12,51.58,5798.82,229.99,24.44,2.93,6096.0,7133.0
a66e8e,N513WF,United States,1723570180,-122.29,47.55,266.7,46.96,335.4,1.3,274.32,3574.61
a2f584,ASA147,United States,1723570180,-126.01,50.3,10363.2,222.88,325.72,0.0,10751.82,3574.61
ab83e8,DAL1046,United States,1723570180,-84.44,33.64,6225.54,1.54,177.19,-0.18,6547.51,3574.61
600b20,AZG133,Azerbaijan,1723570180,77.35,27.92,11277.6,253.27,96.65,0.0,12108.18,3574.61
06a19f,QTR18L,Qatar,1723570180,-71.19,46.8,10287.0,250.77,219.34,-3.25,10500.36,3574.61
a732d9,JBU1334,United States,1723570180,-81.18,28.25,2773.68,150.3,354.89,-6.5,2971.8,3574.61
aa15cc,AAL812,United States,1723570180,-90.11,30.98,10668.0,238.33,91.98,0.33,11391.9,4043.0
a28b91,N263QS,United States,1723570170,-71.39,41.54,1508.76,131.99,3.8,-0.33,1539.24,3574.61
a78246,JIA5459,United States,1723570180,-80.79,34.32,6705.6,211.51,185.86,0.33,7101.84,3574.61
a1c25f,EJA212,United States,1723570180,-79.24,40.03,10972.8,214.75,259.93,0.0,11338.56,3171.0
a65b64,JIA5462,United States,1723570180,-77.03,38.74,548.64,80.49,355.6,-4.88,579.12,3273.0
4acab0,SAS77K,Sweden,1723570180,12.18,57.75,11887.2,229.54,172.14,0.0,12298.68,6022.0
a0b59d,DAL1198,United States,1723570180,-117.0,34.61,7399.02,227.84,49.95,3.58,7833.36,3574.61
aa4b32,RPA3616,United States,1723570180,-86.01,42.31,8542.02,226.9,90.91,5.53,8877.3,3574.61
8013da,IGO1467,India,1723570110,56.05,24.99,3162.3,133.21,336.8,0.33,3322.32,3574.61
a6d88b,GJS4510,United States,1723570180,-72.49,41.94,4861.56,208.89,269.15,0.0,5013.96,3574.61
a865ca,N640FT,United States,1723569910,-80.9,28.1,609.6,48.97,86.39,0.0,594.36,3574.61
484966,KLM71B,Kingdom of the Netherlands,1723570180,-0.18,53.74,10668.0,189.89,134.56,0.0,11041.38,4726.0
8013f6,IGO1017,India,1723570150,87.73,18.4,10066.02,232.25,138.86,0.33,10744.2,455.0
800cff,AIC951,India,1723570160,56.09,24.96,5181.6,154.1,299.39,1.63,5509.26,3574.61
800cfe,AIC389,India,1723570180,84.34,23.09,10972.8,234.49,320.16,0.0,11772.9,5642.0
8013f8,IGO681,India,1723570100,75.54,26.13,10972.8,243.07,200.7,0.0,11788.14,3574.61
abcce6,N86ED,United States,1723570180,-118.41,34.49,1958.34,76.53,247.05,0.0,2026.92,3574.61
3e45a3,JMP901,Germany,1723570180,6.79,49.54,2598.42,111.87,273.69,-1.3,2735.58,4451.0
ab235a,TAI440,United States,1723570180,-73.74,41.68,868.68,54.8,147.65,3.25,853.44,3574.61
ad763b,TAI440,United States,1723570180,-97.01,32.93,289.56,74.59,180.0,-2.28,304.8,3574.61
c04ddd,CGDMQ,Canada,1723570180,-81.82,43.51,1836.42,62.35,3.31,-0.98,1912.62,3574.61
c04ddc,WJA326,Canada,1723570050,-73.75,45.46,6225.54,2.57,295.31,-0.18,6547.51,3477.0
a47bd2,N3883Q,United States,1723570120,-97.89,32.77,1363.98,58.08,302.7,0.0,1424.94,3574.61
abe6f4,N866US,United States,1723570180,-111.87,41.81,1615.44,47.29,188.13,2.93,1661.16,3574.61
4acac3,SWE42B,Sweden,1723570180,17.52,62.41,2324.1,117.14,168.34,17.56,2423.16,3574.61
a6be75,ASI108,United States,1723570180,-112.65,33.68,1981.2,52.97,258.8,0.33,2080.26,3574.61
ac90a7,AAL1753,United States,1723570180,-80.33,26.11,883.92,113.72,172.2,-0.65,952.5,3574.61
a7cb0b,AAL1381,United States,1723570150,-112.84,44.36,10972.8,245.62,316.44,0.0,11391.9,3574.61
ac4f92,SWA1697,United States,1723570180,-75.24,39.55,1790.7,137.4,33.39,0.33,1851.66,1520.0
a4f8f2,N4197X,United States,1723570180,-102.52,33.42,1310.64,53.47,135.39,0.65,1325.88,3574.61
885152,THA325,Thailand,1723570180,79.95,12.81,8534.4,195.9,47.55,0.0,9052.56,3574.61
a0174e,CXK623,United States,1723570130,-97.1,32.68,312.42,33.02,175.53,-4.88,327.66,3574.61
aa6533,RPA3499,United States,1723570020,-80.02,32.88,114.3,79.07,327.76,-3.25,99.06,2210.0
a5685b,N448AF,United States,1723570170,-121.81,39.44,899.16,52.45,158.72,0.0,883.92,3574.61
abccf8,N86EX,United States,1723570180,-90.2,29.81,2453.64,71.6,199.74,3.58,2628.9,3574.61
abccf7,N86EW,United States,1723570180,-71.17,42.18,6225.54,0.0,118.12,-0.18,6547.51,3574.61
ad6f93,JBU1436,United States,1723570180,-74.56,39.32,7421.88,232.58,40.07,-10.08,7719.06,2702.0
a91e01,N687JA,United States,1723570180,-84.06,38.56,891.54,50.81,164.13,1.3,922.02,3574.61
4a2182,SXS75C,Romania,1723570180,11.63,45.93,10058.4,248.11,118.21,-0.65,10584.18,272.0
a60ba5,GKA610,United States,1723570180,-99.36,36.9,7620.0,145.68,97.1,0.0,8130.54,3574.61
ac3030,SWA2800,United States,1723570180,-99.76,40.74,10972.8,215.08,274.11,0.0,11628.12,3574.61
4a2181,SXS48Z,Romania,1723570180,30.83,36.96,670.56,100.79,22.51,7.48,662.94,3574.61
ab236f,LLN217,United States,1723570130,-97.32,33.01,205.74,44.74,171.4,-2.28,213.36,3574.61
aa15ab,N749TF,United States,1723570180,-75.62,43.14,1386.84,32.88,339.86,-0.33,1493.52,3574.61
a05dd8,UAL1365,United States,1723570180,-104.68,40.14,3444.24,179.78,5.25,5.85,3619.5,3574.61
398561,AFR22YH,France,1723569860,4.16,43.48,807.72,102.3,303.93,-4.88,929.64,1000.0
4403e6,AOJ69Y,Austria,1723570180,10.48,48.37,12496.8,253.69,118.59,-0.33,13091.16,7244.0
342107,IBE34TW,Spain,1723570180,2.19,48.93,2628.9,140.63,204.88,13.0,2743.2,7627.0
39ce41,VLJ008L,France,1723570180,2.41,44.47,7924.8,202.85,69.36,0.33,8260.08,1000.0
a23d00,N243VA,United States,1723570180,-70.84,43.51,929.64,58.25,141.81,-2.28,906.78,3574.61
398569,AFR68HV,France,1723570180,5.18,49.6,8534.4,237.25,262.27,0.33,8961.12,1000.0
a9c39f,N7280C,United States,1723570180,-122.83,45.04,1310.64,50.54,75.26,1.63,1348.74,3574.61
398564,AFR56EW,France,1723570180,2.72,40.98,10058.4,223.38,181.85,0.0,10561.32,7603.0
398565,AFR67ZA,France,1723570180,3.3,48.93,1851.66,132.1,341.14,-0.33,1950.72,1000.0
398566,AFR72TK,France,1723570180,11.01,45.11,10972.8,234.95,290.78,0.0,11551.92,1000.0
47bfb3,NSZ5PE,Norway,1723570180,17.93,59.65,6225.54,0.0,8.44,-0.18,6547.51,2335.0
a12429,UAL327,United States,1723570180,-91.93,34.96,10668.0,251.82,87.42,0.33,11369.04,3574.61
a66e3b,SKW4880,United States,1723570180,-105.72,38.28,10668.0,244.33,51.75,0.33,11308.08,3574.61
4403bb,EJU79CT,Austria,1723570180,8.78,44.77,4381.5,198.08,0.74,-10.08,4678.68,1000.0
